pubdate,PMID,title,abstract
2015,25749150,Effect of plantar subcutaneous administration of bergamot essential oil and linalool on formalin-induced nociceptive behavior in mice.,"This study investigated the effect of bergamot essential oil (BEO) or linalool, a major volatile component of BEO, on the nociceptive response to formalin. Plantar subcutaneous injection of BEO or linalool into the ipsilateral hindpaw reduced both the first and late phases of the formalin-induced licking and biting responses in mice. Plantar subcutaneous injection of BEO or linalool into the contralateral hindpaw did not yield an antinociceptive effect, suggesting that the antinociceptive effect of BEO or linalool in the formalin test occurred peripherally. Intraperitoneal and plantar subcutaneous injection pretreatment with naloxone hydrochloride, an opioid receptor antagonist, significantly attenuated both BEO- and linalool-induced antinociception. Pretreatment with naloxone methiodide, a peripherally acting opioid receptor antagonists, also significantly antagonized the antinociceptive effects of BEO and linalool. Our results provide evidence for the involvement of peripheral opioids in antinociception induced by BEO and linalool. These results suggest that activation of peripheral opioid receptors may play an important role in reducing formalin-induced nociception."
2015,25294016,"A phase 2, randomized, double-blind, placebo-controlled study of siltuximab (anti-IL-6 mAb) and bortezomib versus bortezomib alone in patients with relapsed or refractory multiple myeloma.","We compared the safety and efficacy of siltuximab (S), an anti-interleukin-6 chimeric monoclonal antibody, plus bortezomib (B) with placebo (plc) + B in patients with relapsed/refractory multiple myeloma in a randomized phase 2 study. Siltuximab was given by 6 mg/kg IV every 2 weeks. On progression, B was discontinued and high-dose dexamethasone could be added to S/plc. Response and progression-free survival (PFS) were analyzed pre-dexamethasone by European Group for Blood and Marrow Transplantation (EBMT) criteria. For the 281 randomized patients, median PFS for S + B and plc + B was 8.0 and 7.6 months (HR 0.869, P = 0.345), overall response rate was 55 versus 47% (P = 0.213), complete response rate was 11 versus 7%, and median overall survival (OS) was 30.8 versus 36.8 months (HR 1.353, P = 0.103). Sustained suppression of C-reactive protein, a marker reflective of inhibition of interleukin-6 activity, was seen with S + B. Siltuximab did not affect B pharmacokinetics. Siltuximab/placebo discontinuation (75 versus 66%), grade ≥3 neutropenia (49 versus 29%), thrombocytopenia (48 versus 34%), and all-grade infections (62 versus 49%) occurred more frequently with S + B. The addition of siltuximab to bortezomib did not appear to improve PFS or OS despite a numerical increase in response rate in patients with relapsed or refractory multiple myeloma."
2012,22338073,Early undernutrition induces glucagon resistance and insulin hypersensitivity in the liver of suckling rats.,"Developing brains are vulnerable to nutritional insults. Early undernutrition alters their structure and neurochemistry, inducing long-term pathological effects whose causal pathways are not well defined. During suckling, the brain uses glucose and ketone bodies as substrates. Milk is a high-fat low-carbohydrate diet, and the liver must maintain high rates of gluconeogenesis and ketogenesis to address the needs of these substrates. Insulin and glucagon play major roles in this adaptation: throughout suckling, their blood concentrations are low and high, respectively, and the liver maintains low insulin sensitivity and increased glucagon responsiveness. We propose that disturbances in the endocrine profile and available plasma substrates along with undernutrition-related changes in brain cortex capacity for ketone utilization may cause further alterations in some brain functions. We explored this hypothesis in 10-day-old suckling rats whose mothers were severely food restricted from the 14th day of gestation. We measured the plasma/serum concentrations of glucose, ketone body, insulin and glucagon, and hepatic insulin and glucagon responses. Undernutrition led to hypoglycemia and hyperketonemia to 84% (P < 0.001) and 144% (P < 0.001) of control values, respectively. Liver responsiveness to insulin and glucagon became increased and reduced, respectively; intraperitoneal glucagon reduced liver glycogen by 90% (P < 0.01) in control and by 35% (P < 0.05) in restricted. Cortical enzymes of ketone utilization remained unchanged, but their carrier proteins were altered: monocarboxylate transporter (MCT) 1 increased: 73 ± 14, controls; 169 ± 20, undernourished (P < 0.01; densitometric units); MCT2 decreased: 103 ± 3, controls; 37 ± 4, undernourished (P < 0.001; densitometric units). All of these changes, coinciding with the brain growth spurt, may cause some harmful effects associated with early undernutrition."
1995,7486401,Effect of phenylbutazone and flunixin meglumine on acute toxic mastitis in dairy cows.,"A double-blinded randomized prospective clinical trial was designed to evaluate the effectiveness of flunixin meglumine and phenylbutazone for treatment of acute toxic mastitis in dairy cows. All cows were treated 4 times at 12-hour intervals by intramammary infusion of gentamicin (150 mg). A total of 45 dairy cows with toxic mastitis were randomly assigned to 1 of 3 treatment groups: group 1 (control), saline solution, IV; group 2, 1 g of flunixin meglumine, IV; or group 3, 4 g of phenylbutazone, IV. Physical examination and udder variables were assessed at initial examination and 24 hours later. Milk production was recorded at regular intervals from 1 week before until 10 weeks after development of mastitis. Rear quarters (34/45) were more commonly affected than front quarters. Thirty-five cows returned to the herd, 9 cows were culled, and 1 cow died. There were no significant differences among treatment groups in the need for further treatment or outcome. Klebsiella spp (18/45) and Escherichia coli (16/45) were the most common pathogens isolated by culture of milk from affected quarters. The overall bacteriologic cure rate on days 7 and 14 was 64 and 75%, respectively. At the time of initial examination, cows of the control group had higher rectal temperature than did cows of the flunixin group. At the examination 24 hours later, the rectal temperature of cows in all treatment groups was lower than the temperature at initial examination; at that time (24 hours), however, there were no significant differences in temperature among the treatment groups.(ABSTRACT TRUNCATED AT 250 WORDS)"
2017,28189062,Batch and fixed bed adsorption of levofloxacin on granular activated carbon from date (Phoenix dactylifera L.) stones by KOH chemical activation.,"Granular activated carbon (KAC) was prepared from abundant Phoenix dactylifera L. stones by microwave- assisted KOH activation. The characteristics of KAC were tested by pore analyses, scanning electron microscopy (SEM) and Fourier transforms infrared spectroscopy (FTIR). The adsorption behavior of levofloxacin (LEV) antibiotic on KAC with surface area of 817m2/g and pore volume of 0.638cm3/g were analyzed using batch and fixed bed systems. The equilibrium data collected by batch experiments were well fitted with Langmuir compared to Freundlich and Temkin isotherms. The effect of flow rate (0.5-1.5ml/min), bed height (15-25cm), and initial LEV concentration (75-225mg/l) on the behavior of breakthrough curves was explained. The fixed bed analysis showed the better correlation of breakthrough data by both Thomas and Yoon-Nelson models. High LEV adsorption capacity of 100.3mg/g was reported on KAC, thus being an efficient adsorbent for antibiotic pollutants to protect ecological systems."
2009,19073162,Resveratrol-mediated chemoprevention of diethylnitrosamine-initiated hepatocarcinogenesis: inhibition of cell proliferation and induction of apoptosis.,"Hepatocellular carcinoma (HCC) is one of the most common cancers and lethal diseases. In view of the limited treatment and a grave prognosis of liver cancer, preventive control has been emphasized. Resveratrol, a polyphenol found in grape skins, peanuts, berries and red wine, has been shown to possess potent growth inhibitory effects against various human cancer cells. Although resveratrol has been found to exhibit chemopreventive actions in experimentally induced skin, breast, colon and esophagus rodent tumors, chemopreventive potential of this dietary constituent has not been explored well against experimental liver cancer. We evaluated the inhibitory effect of resveratrol using a two-stage model of rat hepatocarcinogenesis in Sprague-Dawley rats. Initiation was performed by a single intraperitoneal injection of diethylnitrosamine (DENA, 200 mg/kg), followed by promotion with phenobarbital (0.05%) in drinking water. The rats had free access to food supplemented with resveratrol equivalent to 50, 100 or 300 mg/kg body weight/day. Resveratrol treatment was started 4 weeks prior to the initiation and continued for 20 weeks. Resveratrol dose-dependently reduced the incidence, total number and multiplicity of visible hepatocyte nodules. Mean nodular volume and nodular volume as percentage of liver volume were also inhibited upon resveratrol treatment. Histopathological examination of liver tissue confirmed the protective effect of resveratrol. Immunohistochemical detection of cell proliferation and assay of apoptosis indicated a decrease in cell proliferation and increase of apoptotic cells in the livers of resveratrol-supplemented rats. Resveratrol also induced the expression of pro-apoptotic protein Bax, reduced anti-apoptotic Bcl-2 expression, with a concurrent increase in Bax/Bcl-2 ratio with respect to DENA control. The present study provides evidence, for the first time, that resveratrol exerts a significant chemopreventive effect on DENA-initiated hepatocarcinogenesis through inhibition of cell proliferation and induction of apoptosis. Resveratrol-induced apoptogenic signal during rat liver carcinogenesis may be mediated through the downregulation of Bcl-2 and upregulation of Bax expression. Due to a favorable toxicity profile, resveratrol can potentially be developed as a chemopreventive drug against human HCC."
2014,24176364,Preparative separation of conjugated linoleic acids (CLAs) from fermented Camellia oleifera Abel cake by β-cyclodextrin (β-CD) encapsulation using pH-zone-refining countercurrent chromatography.,"This paper concentrates on the separation of three conjugated linoleic acid (CLA) isomers (trans-9,trans-11 CLA, trans-10,cis-12 CLA and cis-9,trans-11 CLA) by β-cyclodextrin (β-CD) encapsulation using countercurrent chromatography from Camellia oleifera Abel cake fermented by lactic acid bacteria Lactobacillus sp. LL-ZSDS001. The elution sequence of the CLA isomers, the mixing zones and mechanism of separation are discussed. The separation of 305.9mg of the crude sample yielded three isomeric compounds: 91.3mg of trans-9,trans-11 CLA, 84.1mg of trans-10,cis-12 CLA and 79.7mg of cis-9,trans-11 CLA at high purities of 98%, 94% and 96%, respectively. "
2017,28449995,Melatonin in grapes and grape-related foodstuffs: A review.,"A decade has passed since melatonin was first reported in grapes in 2006. During this time, melatonin has not only been found in the berries of most wine grape (Vitis vinifera L.) cultivars, but also in most grape-related foodstuffs, e.g. wine, grape juice and grape vinegar. In this review, we discuss the melatonin content in grapes and grape-related foodstuffs (especially wine) from previous studies, the physiological function of melatonin in grapes, and the factors contributing to the production of melatonin in grapes and wines. In addition, we identify future research needed to clarify the mechanisms of grape melatonin biosynthesis and regulation, and establish more accurate analysis methods for melatonin in grapes and wines."
2002,11754876,"Inhibition of cyclooxygenase and prostaglandin E2 synthesis by gamma-mangostin, a xanthone derivative in mangosteen, in C6 rat glioma cells.","The fruit hull of mangosteen, Garcinia mangostana L., has been used for many years as a medicine for treatment of skin infection, wounds, and diarrhea in Southeast Asia. In the present study, we examined the effect of gamma-mangostin, a tetraoxygenated diprenylated xanthone contained in mangosteen, on arachidonic acid (AA) cascade in C6 rat glioma cells. gamma-Mangostin had a potent inhibitory activity of prostaglandin E2 (PGE2) release induced by A23187, a Ca2+ ionophore. The inhibition was concentration-dependent, with the IC50 value of about 5 microM. gamma-Mangostin had no inhibitory effect on A23187-induced phosphorylation of p42/p44 extracellular signal regulated kinase/mitogen-activated protein kinase or on the liberation of [14C]-AA from the cells labeled with [14C]-AA. However, gamma-mangostin concentration-dependently inhibited the conversion of AA to PGE2 in microsomal preparations, showing its possible inhibition of cyclooxygenase (COX). In enzyme assay in vitro, gamma-mangostin inhibited the activities of both constitutive COX (COX-1) and inducible COX (COX-2) in a concentration-dependent manner, with the IC50 values of about 0.8 and 2 microM, respectively. Lineweaver-Burk plot analysis indicated that gamma-mangostin competitively inhibited the activities of both COX-1 and -2. This study is a first demonstration that gamma-mangostin, a xanthone derivative, directly inhibits COX activity."
1994,7973088,Action of zinc on enzymatic digestion and intestinal transport of sugar in the rabbit.,"The aim of the present work was to study whether zinc chloride added to the drinking water of rabbits affected the intestinal absorption of D-galactose and the activity of sucrase in the jejunum. The results showed that zinc decreased D-galactose absorption in the jejunal tissue. The effect appeared to be due mainly to an action on the active transport of the sugar by the mucosal border of the intestinal epithelium, because the zinc seemed not to affect its diffusion across the intestinal epithelium. Zinc was also shown to inhibit the (Na(+)-Ka+)-ATPase activity of the enterocyte, which might explain the inhibition of the Na(+)-dependent transport of D-galactose. Nevertheless, a possible direct action of the zinc ion on the Na(+)-dependent carrier cannot be discounted. Zinc did not alter the activity of sucrase in the jejunum of the rabbit."
2000,10830482,Molecular cloning and heterologous expression of pea seedling copper amine oxidase.,"The cDNA coding for copper amine oxidase has been cloned from etiolated pea seedlings (Pisum sativum). The deduced amino acid sequence, consisting of 674 residues including the signal peptide, agreed well with those reported for the enzymes from a different cultivar of P. sativum and other plant sources, except for several evolutionary replacements located mostly on the molecular surface. A heterologous expression system for the cloned pea enzyme was constructed with the yeast Pichia pastoris, using the AOX1 promoter and the yeast alpha-factor secretion signal. Adding copper to the culture medium increased the secretion of an active, quinone-containing enzyme. Furthermore, the inactive enzyme produced in a copper-deficient medium was activated considerably by subsequent incubation with excess cupric ions. These results strongly suggest that the Tyr-derived redox cofactor, 2,4,5-trihydroxyphenylalanylquinone (topa quinone, TPQ), is produced in the plant enzyme by post-translational modification that proceeds through the copper-dependent, self-processing mechanism, as in the enzymes from bacteria and yeast."
2011,25214347,Whey protein-based coatings on frozen Atlantic salmon (Salmo salar): Influence of the plasticiser and the moment of coating on quality preservation.,"The effects of different whey protein concentrate coating formulations (with or without glycerol or sorbitol in two proportions) on frozen Atlantic salmon quality parameters were evaluated. The influence of the moment of coating application (before or after freezing) was also studied. The coating application after freezing increased the thaw yield, decreased the drip loss, and modified colour parameters of frozen and thawed fillets, in comparison with application before freezing. The moment of coating also influenced the colour of cooked fish fillets. The type of plasticiser affects the colour of thawed and cooked samples, but not the colour of frozen samples. The protein coatings delayed lipid oxidation of salmon fillets, providing better protection against it than water glazing, and this effect was more pronounced when glycerol instead of sorbitol was used in the coating formulation. WPC+glycerol (1:1) coating was the best for frozen Atlantic salmon protection. The sensory properties of salmon fillets were not modified by the use of this coating. "
1987,2436512,Isoprinosine and levamisole immunomodulation in artificially reared neonatal pigs.,"An experiment was conducted to determine the capability of isoprinosine (ISO) and levamisole (LEV) to augment delayed-type hypersensitivity and lymphocyte blastogenic reactions in artificially reared pigs. Sow-reared pigs (n = 15) were kept with their dams; artificially reared pigs (n = 15) were removed from sows within 2 days after parturition and reared artificially for 21 days. Isoprinosine was administered orally (75 mg/kg/day) from days 0 to 10. Levamisole (2 mg) was injected subcutaneously on days 5 and 10. Control pigs were given distilled water orally from days 0 to 10 and injected subcutaneously with 0.15M NaCl on days 5 and 10. Lymphocyte proliferative responses to phytohemagglutinin, concanavalin A, and pokeweed mitogen were evaluated at week 2. The phytohemagglutinin skin-test responses were evaluated in all pigs at weeks 1 and 3 of the trial. Hematologic values, body weight, and mortality were evaluated each week. The skin-test responses and mitogen-induced lymphocyte proliferative responses were lower (P less than 0.05) in artificially reared controls when compared with responses in sow-reared pigs. However, ISO and LEV enhanced (P less than 0.05) the responses in the artificially reared pigs to values comparable with those of the sow-reared controls. Body weight was greater (P less than 0.01) in sow-reared pigs than in artificially reared pigs; drug treatment did not influence weight gain. These data indicated that immunopotentiation of the cellular immune responsiveness of artificially reared pigs may be possible with ISO or LEV."
2008,26047443,"The novel trypsin Y from Atlantic cod (Gadus morhua) - isolation, purification and characterisation.","This report describes the isolation and partial characterization of the novel group III trypsin Y from the pyloric caeca of Atlantic cod. Other Atlantic cod trypsins have been used as food processing aids with good results. Trypsin Y was purified by p-aminobenzamidine affinity chromatography and characterized by SDS-PAGE and western blot analysis, as well as by activity measurements towards synthetic substrates. Identification of trypsin Y was done with polyclonal antibodies raised towards the recombinant form of the enzyme and by MALDI-TOF mass spectrometry. Trypsin Y is the only group III trypsin isolated from its native source and characterized by biochemical methods. In accordance with the r-trypsin Y, the native enzyme shows dual substrate specificity, i.e. towards trypsin and chymotrypsin specific substrates. This, along with the high cold-adapted character of trypsin Y, may be valuable for its use as a processing aid for sensitive products such as seafood. "
2001,11157345,"Probiotics in foods not containing milk or milk constituents, with special reference to Lactobacillus plantarum 299v.","Lactic acid fermentation is the simplest and safest way of preserving food and has probably always been used by humans. Species such as Lactobacillus plantarum, Lactobacillus rhamnosus, Lactobacillus paracasei, Lactobacillus acidophilus, and Lactobacillus salivarius are common in the human mucosa, from the mouth to the rectum. In food, L. paracasei and L. rhamnosus are usually associated with dairy products whereas L. plantarum is found in fermented foods of plant origin. A probiotic food product containing no milk constituent was launched in Sweden in 1994. The product is a lactic acid fermented oatmeal gruel that is mixed in a fruit drink. It contains approximately 5 x 10(10) colony-forming units of L. plantarum 299v/L. The strain L. plantarum 299v originates from the human intestinal mucosa and has been shown in rats to decrease translocation, improve mucosal status, improve liver status, improve the immunologic status of the mucosa, and reduce mucosal inflammation. In humans, L. plantarum 299v can increase the concentration of carboxylic acids in feces and decrease abdominal bloating in patients with irritable bowel disease. It can also decrease fibrinogen concentrations in blood. Should probiotics be administrated through foods, the probiotic organism must remain vigorous in the food until consumption and the food must remain palatable, ie, the food carrier and the organism must suit each other. L. plantarum 299v not only affects the bacterial flora of the intestinal mucosa but may also regulate the host's immunologic defense. The mechanisms involved need to be clarified."
1999,10509757,In vitro and in vivo inhibition of human flavin-containing monooxygenase form 3 (FMO3) in the presence of dietary indoles.,"The effect of consumption of glucosinolate-containing Brussels sprouts on flavin-containing monooxygenase functional activity in humans was investigated in 10 healthy, male, non-smoking volunteers. After a 3-week run-in period, 5 volunteers continued on a glucosinolate-free diet for 3 weeks (control group), and 5 others consumed 300 g of cooked Brussels sprouts per day (sprouts group). Human flavin-containing monooxygenase activity was measured by determining the levels of urinary trimethylamine and trimethylamine N-oxide. In the control group similar trimethylamine to trimethylamine N-oxide ratios were observed, while in the sprouts group the trimethylamine to trimethylamine N-oxide ratios were increased 2.6- to 3.2-fold, and thus flavin-containing monooxygenase functional activity was decreased significantly. To investigate the molecular basis for the in vivo inhibition of functional human flavin-containing monooxygenase activity, in vitro studies were carried out examining the effect of acid condensation products of indole-3-carbinol, anticipated to be formed after transit of Brussels sprouts through the gastrointestinal system, on the prominent cDNA-expressed human flavin-containing monooxygenase form 3 enzymes. Two indole-containing materials were observed to be potent inhibitors of human flavin-containing monooxygenases, having Ki values in the low micromolar range. The results suggested that acid condensation products expected to be formed upon transit of Brussels sprouts materials through the gastrointestinal system were potent competitive inhibitors of human flavin-containing monooxygenase form 3 enzymes. The findings indicate that daily intake of Brussels sprouts may lead to a decrease in human flavin-containing monooxygenase activity, and this may have consequences for metabolism of other xenobiotics or dietary constituents."
2019,30727829,Physicochemical measurements of Japonica rice cultivars in Heilongjiang Province.,"We here characterized 27 japonica rice cultivars grown in Heilongjiang province and evaluated the relationship among their iodine absorption curve, physical properties, and ratio of 13 kDa prolamin. We developed the novel estimation formulae for ratio of 13 kDa prolamin and overall hardness (H2) with the use of Aλmax and λmax."
2017,28554615,"Utilization of quercetin and quercetin glycosides from onion (Allium cepa L.) solid waste as an antioxidant, urease and xanthine oxidase inhibitors.","This study aimed to determine the flavonol glycosides from onion solid waste (OSW) using HPLC analysis, with antioxidant and enzyme inhibitory activities. We found considerable amount of quercetin-4'-O-monoglucoside (QMG: 254.85), quercetin-3,4'-O-diglucoside (QDG: 162.34), quercetin (Q: 60.44), and isorhamnetin-3-glucoside (IMG: 23.92) (mg/100g) dry weight (DW) of OSW. For OSW, the methanol and ethanol showed the strongest antioxidant activities, followed by ethyl acetate, chloroform, and n-hexane extracts. Among the flavonols, Q and QDG possessed higher antioxidant activities. OSW and flavonol glycosides displayed significant enzyme inhibitory activity, with IC50 values ranging from 12.5±0.11 to 32.5±0.28 for OSW, 8.2±0.07 to 16.8±0.02 for flavonol glycosides, and 4.2±0.05μg/mL for thiourea (positive control) towards urease; while 15.2±0.8 to 35.8±0.2 (μg/mL) for OSW, 10.5±0.06 to 20.8±0.05 (μg/mL) for flavonol glycosides, and 6.5±0.05μg/mL for allopurinol (positive control) towards xanthine oxidase, respectively. The OSW and flavonol glycosides may thus be considered as potential antioxidant and antigout agents."
2002,12135108,Carbon monoxide as a novel central pyrogenic mediator.,"Carbon monoxide (CO) are produced by heme oxygenase (HO), and HO was detected in hypothalamus. However, the roles of CO produced in hypothalamus was not fully elucidated. So, we tested the effects of CO on body temperature because preoptic-anterior hypothalamus was known as the presumptive primary fever-producing site. CO-saturated aCSF (4 microl, i.c.v.) and hemin (10 microg, i.c.v.) elicited marked febrile response. Pretreatment with indomethacin completely inhibited CO- and hemin-induced fever. Zinc protoporphyrin-IX (10 microg, i.c.v.) or ODQ (50 microg, i.c.v.) partially reduced hemin-induced febrile response. Dibutyryl-cGMP (100 microg, i.c.v.) produced profound febrile response and this febrile response was attenuated by indomethacin. These results indicate that endogenous CO may have a role as a pyrogenic mediator in CNS and CO-mediated pyresis is dependent on prostaglandin production and partially on activation of soluble guanylate cyclase."
1991,1858772,Warfarin skin necrosis: recurrence in the absence of anticoagulant therapy.,"Skin necrosis is a well-known yet rare complication of oral anticoagulant therapy. We report the unusual recurrence of lesions typical of warfarin skin necrosis in the absence of anticoagulant therapy. A 59-year-old woman developed skin necrosis while receiving prophylactic warfarin following the detection of a large left ventricular thrombus. The warfarin was discontinued and the lesions improved. One month later new areas of skin necrosis developed although the patient had received no further warfarin. Progressive congestive heart failure, poor nutrition, and prolonged oral antibiotic therapy preceded the recurrence. Vitamin K deficiency was present on admission. The potential role of vitamin K-dependent coagulation factors in the pathogenesis of anticoagulant-associated skin necrosis is discussed."
2017,28077129,Hypoglycemic and pancreatic protective effects of Portulaca oleracea extract in alloxan induced diabetic rats.,"Diabetes is a major public health concern. In spite of continuous new drug development to treat diabetes, herbal remedies remain a potential adjunct therapy to maintain better glycemic control while also imparting few side-effects. Portulaca oleracea has been traditionally used to manage several diseases due to the anti-oxidant and anti-atherogenic effects it imparts. To better understand the mechanisms associated with potential protective effect of P. oleracea extract against diabetes, alloxan-induced diabetic rats were used in this study.Forty Wistar rats (male, 7-8-wk-old, 140-160 g) were divided into four groups (n = 10/group): Group I (control), Group II (P. oleracea-treated; gavaged with P. oleracea extract daily [at 250 mg/kg] for 4 weeks), Group III (diabetic control; daily IP injection of alloxan [at 75 mg/kg] for 5 days) and Group IV (P. oleracea-pre-treated diabetic; gavaged with P. oleracea extract daily [at 250 mg/kg] for 4 weeks and then daily IP injection of alloxan [at 75 mg/kg] for 5 days). Body weight, food consumption, blood (serum) levels of glucose, C peptide, Hb A1C, insulin, tumor necrosis factor (TNF)-α and interleukin (IL)-6 were determined for all groups.The results indicated that while Hb A1C, serum levels of glucose, TNF-α and IL-6 were all significantly decreased in the P. oleracea-pre-treated diabetic rats, these hosts also had significant increases in C peptide and insulin compared to levels in the counterpart diabetic rats. These results were confirmed by the histopathological assessments which showed marked improvement of the destructive effect on pancreatic islet cells induced by alloxan.P. oleracea extract is a general tissue protective and regeneartive agent, as evidenced by increasing β-cell mass and therefore improved the glucose metabolism. Thus, stimulation of Portulaca oleracea signaling in β- cells may be a novel therapeutic strategy for diabetes prevention."
2009,19602861,[Sample preprocessing method for residual quinolones in honey using immunoaffinity resin].,"A sample preparation method was developed for determination of quinolones in honey using immunoaffinity resin. For this purpose, an immunoaffinity resin for quinolones was prepared by coupling a quinolone-specific monoclonal antibody to agarose resin. Honey samples diluted with phosphate buffer were reacted with immunoaffinity resin. After the resin was washed, quinolones were eluted with glycine-HCl. Quinolones in the eluate were determined by HPLC with fluorescence detection. No interfering peak was found on the chromatograms of honey samples. The recoveries of quinolones from samples were over 70% at fortification levels of 20 ng/g (for norfloxacin, ciprofloxacin and enrofloxacin) and 10 ng/g (for danofloxacin). The quantification limits of quinolones were 2 ng/g. This sample preprocessing method using immunoaffinity resin was found to be effective and suitable for determining residual quinolones in honey."
2010,20410591,Estrogenic and antiestrogenic activities of phloridzin.,"Phloridzin, a phloretin 2'-beta-D-glucoside, belongs to dihydrochalcones and mainly exists in the fruits of Malus pumila Mill., Lithocarpus polystachyus REHD and the root skins, stems, tender leaves and fruits of Malus hupehensis. It has many pharmacological activities, such as regulating blood sugar level and blood pressure, protecting heart, scavenging of oxygen free radicals and antioxidant injuries. Thus, market demand of products containing phloridzin is increasing year by year. Our research results demonstrated that phloridzin is provided with a double directional adjusting function of estrogenic and antiestrogenic activities. It showed significant effects on the proliferation of estrogen sensitive estrogen receptor (ER) (+)MCF-7 cells in the absence of estrogen. When added with 17beta-estradiol, phloridzin showed antagonism on estradiol-induced MCF-7 cell proliferation, but it did not significantly affect proliferation of estrogen insensitive ER (-)MDA-MB-231 cells. Phloridzin induced beta-galactosidase activity in a yeast two-hybrid assay. Light increase of the uterine weight and serum estradiol content of mouse was observed when the glucoside was administered orally for 7 d. After oral administration, phloridzin was found mainly in the blood and a small part was metabolized to phloretin. Our investigation proved that phloridzin was distributed at the target organ and played the role of phytoestrogen."
2005,15613680,Dehydroepiandrosterone inhibits the amplification of glucocorticoid action in adipose tissue.,"Dehydroepiandrosterone (DHEA) exerts beneficial effects on blood glucose levels and insulin sensitivity in obese rodents and humans, resembling the effects of peroxisome proliferator-activated receptor-gamma (PPARgamma) ligands and opposing those of glucocorticoids; however, the underlying mechanisms remain unclear. Glucocorticoids are reactivated locally by 11beta-hydroxysteroid dehydrogenase type 1 (11beta-HSD1), which is currently considered as a promising target for the treatment of obesity and diabetes. Using differentiated 3T3-L1 adipocytes, we show that DHEA causes downregulation of 11beta-HSD1 and dose-dependent reduction of its oxoreductase activity. The effects of DHEA were comparable with those of the PPARgamma agonist rosiglitazone but not additive. Furthermore, DHEA reduced the expression of hexose-6-phosphate dehydrogenase, which stimulates the oxoreductase activity of 11beta-HSD1. These findings were confirmed in white adipose tissue and in liver from DHEA-treated C57BL/6J mice. Analysis of the transcription factors involved in the DHEA-dependent regulation of 11beta-HSD1 expression revealed a switch in CCAAT/enhancer-binding protein (C/EBP) expression. C/EBPalpha, a potent activator of 11beta-HSD1 gene transcription, was downregulated in 3T3-L1 adipocytes and in liver and adipose tissue of DHEA-treated mice, whereas C/EBPbeta and C/EBPdelta, attenuating the effect of C/EBPalpha, were unchanged or elevated. Our results further suggest a protective effect of DHEA on adipose tissue by upregulating PPARalpha and downregulating leptin, thereby contributing to the reduced expression of 11beta-HSD1. In summary, we provide evidence that some of the anti-diabetic effects of DHEA may be caused through inhibition of the local amplification of glucocorticoids by 11beta-HSD1 in adipose tissue."
2015,26021373,Baicalein reduces the occurrence of cirrhotic endotoxemia by reducing intestinal mucosal apoptosis.,"The dried roots of Scutellaria baicalensis Georgi, is known in traditional Chinese medicine as Huang Qin (H. qin), and it has been officially and traditionally used in treatment of various diseases such as hepatitis in China. Baicalein (BA), a flavonoid originally isolated from H. qin, has shown a wide range of biological activities. This study was to evaluate whether baicalein, can reduce the intestinal mucosal cell apoptosis caused by cirrhotic endotoxemia and its possible mechanisms.For this purpose, compound factors modeling was used to establish endotoxemic cirrhotic rat model. Firstly, we evaluated endotoxin, ALT, AST and TBIL levels after the baicalein treatment (20 mg/kg, i.v.). To investigate the mechanism of baicalein effect on apoptosis, TUNEL assay was used to detect intestinal mucosal apoptosis. RT-PCR was used to detect the expression levels of gene Bcl-2 mRNA and Bax mRNA in intestinal mucosal tissues. Caspase-3 activity of intestinal tissue was detected with colorimetric method in our experiments.After treatment with BA, the serum endotoxin concentration, the intestinal mucosal apoptosis rate and the activity of caspase-3 of the baicalein group were significantly lower than that of the model and the glutamine group. The serum ALT, AST and TBIL concentration of the BA group were significantly lower than that of the model group. The body weight of the baicalein group was significantly lower than that of the normal group, but it was higher than that of the model group. Among the treatment groups, the mRNA level of anti-apoptotic gene Bcl-2 was the lowest in the model group and the highest in the baicalein group while the mRNA level of pro-apoptotic gene Bax was the lowest in the baicalein group and the highest in the model group.The present results demonstrated that baicalein could reduce the occurrence of cirrhotic endotoxemia partly by reducing intestinal mucosal apoptosis."
1995,7661457,Pharmacokinetics of caffeine in lactating dairy cows.,"Because caffeine is metabolized by the hepatic P-450 cytochrome oxidase system, clearance of caffeine is an excellent quantitative test of hepatic function in human beings. It is currently used in much the same way that creatinine clearance is used to assess renal function. Caffeine clearance was measured in lactating dairy cows initially to determine the suitability of caffeine clearance as an indicator of hepatic function in cattle. Pharmacokinetic variables of caffeine were studied in 6 adult lactating dairy cows after i.v. administration of a single dose of caffeine sodium benzoate (2 mg of caffeine/kg of body weight). Caffeine concentration was analyzed by use of an automated enzyme immunoassay. The lower limit of detection of the assay for caffeine in serum was 0.079 micrograms/ml. Serum caffeine concentration-time curves best fit an open two-compartment pharmacokinetic model. Harmonic mean elimination half-life was 3.8 (range, 2.6 to 6.9) hours, and total clearance was 0.118 (range, 0.090 to 0.197) L/kg/h. Milk caffeine concentration was similar to serum concentration 1.5 to 24 hours after caffeine administration. Adverse effects were not observed in cows given caffeine."
