	document_idx	title	sentence	sentence_type
2864	2141	In renal hypertension, Cirsium japonicum strengthens cardiac function via the intermedin/nitric oxide pathway.	Administration of Cirsium japonicum or IMD significantly strengthened cardiac function in 2k1c-induced rats, increased serum NO and NOS levels, reduced plasma Ang II, and upregulated IMD expression in the aorta and left ventricle.	key_sent
2865	2142	Milk fat conjugated linoleic acid (CLA) inhibits growth of human mammary MCF-7 cancer cells.	The data indicate that milk fat triglyceride-bound CLA, consisting primarily of the c9, t11 isomer, was cytotoxic towards MCF-7 ce	none_sent
2866	2143	Warfarin-cranberry juice interaction resulting in profound hypoprothrombinemia and bleeding.	Few published reports have suggested a substantial interaction between cranberry juice and warfarin, although a definite link could not be established.	key_sent
2867	2143	Warfarin-cranberry juice interaction resulting in profound hypoprothrombinemia and bleeding.	We encountered a patient taking stable doses of warfarin who developed major bleeding and high INR soon after starting daily cranberry juice.	key_sent
2868	2143	Warfarin-cranberry juice interaction resulting in profound hypoprothrombinemia and bleeding.	No other identifiable reasons for the high INR were apparent.	none_sent
2869	2143	Warfarin-cranberry juice interaction resulting in profound hypoprothrombinemia and bleeding.	This case suggests a definite relationship between cranberry juice and warfarin.	key_sent
2870	2145	Over-the-counter medications containing diphenhydramine and doxylamine used by older adults to improve sleep.	Results Of the 223 over-the-counter sleep medications listed by participants, 115 (52%) contained diphenhydramine or doxylamine.	none_sent
2871	2146	Bioaccumulation of Heavy Metals in Various Tissues of Some Fish Species and Green Tiger Shrimp (Penaeus semisulcatus) from  skenderun Bay, Turkey, and Risk Assessment for Human Health.	The lowest and highest mean concentrations of Mn, Cr, Cd, Ni, Hg, As, Pb, and Co in fish and shrimp' muscles were found, respectively, as follows: 0.166-0.382, 0.134-0.336, 0.005-0.008, 0.091-0.140, 0.026-0.228, 1.741-29.254, 0.087-0.110, and &lt;0.0005-0.027?mg?kg-1; in the skin and exoskeleton, the values were found, respectively, as 0.103-15.819, 0.301-0.778, 0.007-0.026, 0.115-0.513, 0.021-0.243, 1.548-17.930, 0.148-0.295, and &lt;0.0005-0.140?mg?kg-1.	none_sent
2872	2149	Ethanol fraction of Aralia elata Seemann enhances antioxidant activity and lowers serum lipids in rats when administered with benzo(a)pyrene.	Catalase activities were increased by 50% with extract feeding.	key_sent
2873	2149	Ethanol fraction of Aralia elata Seemann enhances antioxidant activity and lowers serum lipids in rats when administered with benzo(a)pyrene.	Cu,Zn-SOD was greatly enhanced from 0.10 unit to 0.18 unit and catalase activity also was increased.	none_sent
2874	2152	Role of transforming growth factor-beta pathway in the mechanism of wound healing by saponin from Ginseng Radix rubra.	The fibronectin synthesis increased 2.3- and 3.9-fold at fibroblasts treated with 1 and 10 microg ml(-1) of saponin, respectively, compared with that in non-treated cells.	key_sent
2875	2152	Role of transforming growth factor-beta pathway in the mechanism of wound healing by saponin from Ginseng Radix rubra.	Fibronectin synthesis stimulated with 10 microg ml(-1) of saponin was inhibited with 69% by 5 microg ml(-1) of an anti-TGF-beta1 antibody.	key_sent
2876	2152	Role of transforming growth factor-beta pathway in the mechanism of wound healing by saponin from Ginseng Radix rubra.	mRNA of TGF-beta type I receptor increased 4.8- and 4.4-fold at fibroblasts treated with 1 and 10 microg ml(-1) of saponin, respectively, and that of TGF-beta type II receptor also increased 3.4- and 3.2-fold at fibroblasts treated with 1 and 10 microg ml(-1) of saponin, respectively.	key_sent
2877	2152	Role of transforming growth factor-beta pathway in the mechanism of wound healing by saponin from Ginseng Radix rubra.	The significant increases of TGF-beta type I and II receptors and of fibronectin synthesis were observed at the same concentrations of saponin.	key_sent
2878	2152	Role of transforming growth factor-beta pathway in the mechanism of wound healing by saponin from Ginseng Radix rubra.	TGF-beta content increased 1.74- and 1.87-fold at conditioned medium of fibroblasts treated with 100 and 250 microg ml(-1) of saponin, respectively, higher concentrations than those which accelerated fibronectin synthesis.	key_sent
2879	2152	Role of transforming growth factor-beta pathway in the mechanism of wound healing by saponin from Ginseng Radix rubra.	Furthermore, the active TGF-beta content was below 10% of total TGF-beta at each concentration of saponin.	key_sent
2880	2152	Role of transforming growth factor-beta pathway in the mechanism of wound healing by saponin from Ginseng Radix rubra.	These results indicate that saponin stimulates fibronectin synthesis through the changes of TGF-beta receptor expressions in fibroblasts.	key_sent
2881	2156	Effects of Ginkgo biloba extract on the pharmacokinetics of bupropion in healthy volunteers.	METHODS: Fourteen healthy male volunteers (age range 19-25 years) received orally administered bupropion (150 mg) alone and during treatment with G. biloba 240 mg day(-1) (two 60-mg capsules taken twice daily) for 14 days.	supporting_sent
2882	2156	Effects of Ginkgo biloba extract on the pharmacokinetics of bupropion in healthy volunteers.	RESULTS: Ginkgo biloba extract administration resulted in no significant effects on the AUC(0-infinity) of bupropion and hydroxybupropion.	key_sent
2883	2156	Effects of Ginkgo biloba extract on the pharmacokinetics of bupropion in healthy volunteers.	Bupropion mean AUC(0-infinity) value was 1.4 microg.h ml(-1)[95% confidence interval (CI) 1.2, 1.6] prior to G. biloba treatment and 1.2 microg.h ml(-1) (95% CI 1.1, 1.4) after 14 days of treatment.	key_sent
2884	2156	Effects of Ginkgo biloba extract on the pharmacokinetics of bupropion in healthy volunteers.	Hydroxybupropion mean AUC(0-infinity) value was 8.2 microg.h ml(-1) (95% CI 6.5, 10.4) before G. biloba administration and 8.7 microg.h ml(-1) (95% CI 7.1, 10.6) after treatment.	key_sent
2885	2156	Effects of Ginkgo biloba extract on the pharmacokinetics of bupropion in healthy volunteers.	The C(max) of hydroxybupropion increased from 221.8 ng ml(-1) (95% CI 176.6, 278.6) to 272.7 ng ml(-1) (95% CI 215.0, 345.8) (P = 0.038) and the t(1/2) of hydroxybupropion fell from 25.0 h (95% CI 22.7, 27.5) to 21.9 h (95% CI 19.9, 24.1) (P = 0.000).	key_sent
2886	2156	Effects of Ginkgo biloba extract on the pharmacokinetics of bupropion in healthy volunteers.	CONCLUSIONS: Ginkgo biloba extract administration for 14 days does not significantly alter the basic pharmacokinetic parameters of bupropion in healthy volunteers.	key_sent
2887	2156	Effects of Ginkgo biloba extract on the pharmacokinetics of bupropion in healthy volunteers.	Although G. biloba extract treatment appears to reduce significantly the t(1/2) and increase the C(max) of hydroxybupropion, no bupropion dose adjustments appear warranted when the drug is administered orally with G. biloba extract, due to the lack of significant change observed in AUC for either bupropion or hydroxybupropion.	key_sent
2888	2158	Hesperidin in orange juice reduces the absorption of celiprolol in rats.	Concomitant administration of orange juice or hesperidin with celiprolol significantly decreased the area under the plasma concentration-time curve (AUC) by 74% and 75%, respectively, compared with control.	key_sent
2889	2159	Wild edible onions - Allium flavum and Allium carinatum - successfully prevent adverse effects of chemotherapeutic drug doxorubicin.	Here, we showed that methanol extracts expressed high antioxidant activity and synergistically increased Dox anticancer activity against human hepatoma (HepG2) and lung carcinoma (A549) cells, while protected normal human fibroblasts (MRC-5) from Dox cytotoxicity.	key_sent
2890	2159	Wild edible onions - Allium flavum and Allium carinatum - successfully prevent adverse effects of chemotherapeutic drug doxorubicin.	Analysis of the antioxidative enzymes level (catalase and superoxide dismutases) showed that the catalase level was differently altered in cancer cells compared to normal cells upon applied treatments.	key_sent
2891	2159	Wild edible onions - Allium flavum and Allium carinatum - successfully prevent adverse effects of chemotherapeutic drug doxorubicin.	In vivo toxicity evaluation in the zebrafish model revealed significantly lower toxicity of extracts compared to Dox, and no teratogenic effects at applied doses.	key_sent
2892	2159	Wild edible onions - Allium flavum and Allium carinatum - successfully prevent adverse effects of chemotherapeutic drug doxorubicin.	We found that extracts successfully rescued the Dox-treated embryos of life-threating cardiomyopathy, while at the same time reduced developmental toxicity and neutropenia.	key_sent
2893	2159	Wild edible onions - Allium flavum and Allium carinatum - successfully prevent adverse effects of chemotherapeutic drug doxorubicin.	In addition, angiogenesis	none_sent
2894	2161	Resveratrol prevents insulin resistance caused by short-term elevation of free fatty acids in vivo.	FFA activate protein kinases including the proinflammatory IκBα kinase β (IKKβ), leading to serine phosphorylation of insulin receptor substrate 1 (IRS-1) and impaired insulin signaling.	none_sent
2895	2161	Resveratrol prevents insulin resistance caused by short-term elevation of free fatty acids in vivo.	Infusion of IH significantly decreased glucose infusion rate (GIR; P &lt; 0.05) and peripheral glucose utilization (P &lt; 0.05) and increased endogenous glucose production (EGP; P &lt; 0.05) during the clamp compared with saline infusion.	key_sent
2896	2161	Resveratrol prevents insulin resistance caused by short-term elevation of free fatty acids in vivo.	Resveratrol co-infusion, however, completely prevented the effects induced by IH infusion: it prevented the decreases in GIR (P &lt; 0.05 vs. IH), peripheral glucose utilization (P &lt; 0.05 vs. IH), and insulin-induced suppression of EGP (P &lt; 0.05 vs. IH).	key_sent
2897	2161	Resveratrol prevents insulin resistance caused by short-term elevation of free fatty acids in vivo.	Resveratrol alone had no effect.	key_sent
2898	2161	Resveratrol prevents insulin resistance caused by short-term elevation of free fatty acids in vivo.	Furthermore, IH infusion increased serine (307) phosphorylation of IRS-1 in soleus muscle (∼30-fold, P &lt; 0.001), decreased total IRS-1 levels, and decreased IκBα content, consistent with activation of IKKβ.	key_sent
2899	2161	Resveratrol prevents insulin resistance caused by short-term elevation of free fatty acids in vivo.	Importantly, all of these effects were abolished by resveratrol (P &lt; 0.05 vs. IH).	key_sent
2900	2164	Definition of the mutation responsible for maple syrup urine disease in Poll Shorthorns and genotyping Poll Shorthorns and Poll Herefords for maple syrup urine disease alleles.	A polymerase chain reaction procedure was developed for detection of the 1380C--&gt;T mutation in genomic DNA.	none_sent
2901	2164	Definition of the mutation responsible for maple syrup urine disease in Poll Shorthorns and genotyping Poll Shorthorns and Poll Herefords for maple syrup urine disease alleles.	The disease is caused by a deficiency of activity of the mitochondrial enzyme branched-chain alpha-keto acid dehydrogenase (BCKADH).	none_sent
2902	2164	Definition of the mutation responsible for maple syrup urine disease in Poll Shorthorns and genotyping Poll Shorthorns and Poll Herefords for maple syrup urine disease alleles.	This deficiency leads to elevated concentrations, in blood and tissues, of branched chain alpha-keto acids and their precursors, the branched chain amino acids, valine, leucine and isoleucine.	none_sent
2903	2165	Isolation and biomimetic synthesis of anti-inflammatory stilbenolignans from Gnetum cleistostachyum.	One new stilbenolignan, gnetucleistol F (1), and four known stilbenolignans, gnetofuran A (2), lehmbachol D (3), gnetifolin F (4) and gnetumontanin C (5) were isolated from the lianas of Gnetum cleistostachyum C. Y. CHENG (Gnetaceae).	none_sent
2904	2165	Isolation and biomimetic synthesis of anti-inflammatory stilbenolignans from Gnetum cleistostachyum.	Among them, 1, 2, 3, 4 and 5 showed moderate inhibitory activities on TNF-alpha and 1 also showed potent inhibitory activity on malondialdehyde.	key_sent
2905	2166	Anticoagulant from Taraxacum platycarpum.	The protein had a molecular mass of 31 kDa by gel filtration and 33 kDa by sodium dodecyl sulfate polyacrylamide gel electrophoresis, so it probably was a monomer.	none_sent
2906	2166	Anticoagulant from Taraxacum platycarpum.	When present at the concentration of 70, 255, and 873 nM, respectively, the protein doubled the thrombin time, prothrombin time, and activated partial thromboplastin time.	none_sent
2907	2166	Anticoagulant from Taraxacum platycarpum.	It inhibited thrombin and kallikrein, but did not hydrolyze fibrinogen.	key_sent
2908	2167	In vitro investigations of the potential health benefits of Australian-grown faba beans (Vicia faba L.): chemopreventative capacity and inhibitory effects on the angiotensin-converting enzyme, alpha-glucosidase and lipase.	The functional properties, including antioxidant and chemopreventative capacities as well as the inhibitory effects on angiotensin-converting enzyme (ACE), α-glucosidase and pancreatic lipase, of three Australian-grown faba bean genotypes (Nura, Rossa and TF(Ic*As)*483/13) were investigated using an array of in vitro assays.	none_sent
2909	2167	In vitro investigations of the potential health benefits of Australian-grown faba beans (Vicia faba L.): chemopreventative capacity and inhibitory effects on the angiotensin-converting enzyme, alpha-glucosidase and lipase.	Faba bean extracts demonstrated cellular protection ability against H₂O₂-induced DNA damage (assessed using RAW264.7 cells), and inhibited the proliferation of all human cancer cell lines (BL13, AGS, Hep G2 and HT-29) evaluated.	key_sent
2910	2167	In vitro investigations of the potential health benefits of Australian-grown faba beans (Vicia faba L.): chemopreventative capacity and inhibitory effects on the angiotensin-converting enzyme, alpha-glucosidase and lipase.	The faba bean extracts also exhibited ACE, α-glucosidase and pancreatic lipase inhibitory activities.	key_sent
2911	2169	Sildenafil improves the beneficial hemodynamic effects exerted by atorvastatin during acute pulmonary thromboembolism.	While atorvastatin pretreatment attenuated these increases (~150% and 153%, respectively; P &lt; 0.05), its combination with sildenafil was associated with lower increases in PVRI and MPAP (~32% and 36%, respectively).	key_sent
2912	2171	Combination of flavonoids from Oroxylum indicum seed extracts and acarbose improves the inhibition of postprandial blood glucose: In vivo and in vitro study.	These results demonstrated that OISE enhances the efficacy of acarbose in vivo, and that the combination of OISE and acarbose displayed a synergistic effect in vitro.	key_sent
2913	2172	Mechanisms of resveratrol-induced changes in cytosolic free calcium ion concentrations and cell viability in OC2 human oral cancer cells.	 Resveratrol is a natural compound that affects cellular calcium (Ca(2+)) homeostasis and viability in different cells.	none_sent
2914	2172	Mechanisms of resveratrol-induced changes in cytosolic free calcium ion concentrations and cell viability in OC2 human oral cancer cells.	Resveratrol-evoked Ca(2+) entry was inhibited by nifedipine and the protein kinase C (PKC) inhibitor GF109203X but was not altered by econazole, SKF96365, and the PKC activator phorbol 12-myristate 13 acetate.	key_sent
2915	2172	Mechanisms of resveratrol-induced changes in cytosolic free calcium ion concentrations and cell viability in OC2 human oral cancer cells.	In Ca(2+)-free medium, treatment with the endoplasmic reticulum Ca(2+) pump inhibitor 2,5-di-tert-butylhydroquinone (BHQ) abolished resveratrol-evoked Ca(2+)i rise.	key_sent
2916	2172	Mechanisms of resveratrol-induced changes in cytosolic free calcium ion concentrations and cell viability in OC2 human oral cancer cells.	Conversely, treatment with resveratrol inhibited BHQ-evoked Ca(2+)i rise.	key_sent
2917	2172	Mechanisms of resveratrol-induced changes in cytosolic free calcium ion concentrations and cell viability in OC2 human oral cancer cells.	Inhibition of phospholipase C (PLC) with U73122 abolished resveratrol-evoked Ca(2+)i rise.	key_sent
2918	2172	Mechanisms of resveratrol-induced changes in cytosolic free calcium ion concentrations and cell viability in OC2 human oral cancer cells.	At 20-100 μM, resveratrol decreased cell viability, which was not affected by chelating cytosolic Ca(2+)with 1,2-bis(2-aminophenoxy)ethane-N,N,N',N'-tetraacetic acid-acetoxymethyl ester.	key_sent
2919	2172	Mechanisms of resveratrol-induced changes in cytosolic free calcium ion concentrations and cell viability in OC2 human oral cancer cells.	Collectively, in OC2 cells, resveratrol induced Ca(2+)i rise by evoking PLC-dependent Ca(2+) release from the endoplasmic reticulum and by causing Ca(2+) entry via nifedipine-sensitive, PKC-regulated mechanisms.	key_sent
2920	2175	Distribution of the tryptophan pathway-derived defensive secondary metabolites gramine and benzoxazinones in Poaceae.	 The Poaceae is a large taxonomic group consisting of approximately 12,000 species and is classified into 12 subfamilies.	none_sent
2921	2175	Distribution of the tryptophan pathway-derived defensive secondary metabolites gramine and benzoxazinones in Poaceae.	Gramine and benzoxazinones (Bxs), which are biosynthesized from the tryptophan pathway, are well-known defensive secondary metabolites in the Poaceae.	none_sent
2922	2176	Antidepressant-like effects of ginsenoside Rg1 are due to activation of the BDNF signalling pathway and neurogenesis in the hippocampus.	Rg1 was also investigated in the chronic mild stress (CMS) mouse model of depression with imipramine as the positive control.	none_sent
2923	2176	Antidepressant-like effects of ginsenoside Rg1 are due to activation of the BDNF signalling pathway and neurogenesis in the hippocampus.	The tryptophan hydroxylase inhibitor and the tyrosine kinase B inhibitor were also used to explore the antidepressive mechanisms of Rg1.	none_sent
2924	2176	Antidepressant-like effects of ginsenoside Rg1 are due to activation of the BDNF signalling pathway and neurogenesis in the hippocampus.	Furthermore, Rg1 up-regulated the BDNF signalling pathway in the hippocampus and down-regulated serum corticosterone level during the CMS procedure.	key_sent
2925	2177	Amelioration of tamoxifen-induced liver injury in rats by grape seed extract, black seed extract and curcumin.	Liver histopathology of TAM-intoxicated:rats showed pathological changes.	key_sent
2926	2177	Amelioration of tamoxifen-induced liver injury in rats by grape seed extract, black seed extract and curcumin.	TAM-intoxication elicited declines in liver antioxidant enzymes levels (glutathione peroxidase, glutathione reductase, superoxide dismutase and catalase), reduced glutathione (GSH) and GSH/GSSG ratio plus the hepatic elevations in lipid peroxides, oxidized glutathione (GSSG), tumor necrosis factor-alpha (TNF-alpha) and serum liver enzymes; alanine transaminase, aspartate transaminase, alkaline phosphatase, lactate dehydrogenase and gamma glutamyl transferase levels.	key_sent
2927	2177	Amelioration of tamoxifen-induced liver injury in rats by grape seed extract, black seed extract and curcumin.	Oral intake of NSE, GSE, CUR or SYL to TAM-intoxicated rats, attenuated histopathological changes and corrected all parameters mentioned above.	key_sent
2928	2178	Effect of curcumin on diabetic peripheral neuropathic pain: possible involvement of opioid system.	 Neuropathic pain is one of the most common complications of diabetes mellitus.	none_sent
2929	2178	Effect of curcumin on diabetic peripheral neuropathic pain: possible involvement of opioid system.	Pretreatment with naloxone (1mg/kg) significantly reduced anti-allodynic effect of chronic curcumin in von Frey filament test.	key_sent
2930	2178	Effect of curcumin on diabetic peripheral neuropathic pain: possible involvement of opioid system.	Our results suggest that curcumin can be considered as a new therapeutic potential for the treatment of diabetic neuropathic pain and the activation of opioid system may be involved in the an	none_sent
2931	2179	Novel role of Zn(II)-curcumin in enhancing cell proliferation and adjusting proinflammatory cytokine-mediated oxidative damage of ethanol-induced acute gastric ulcers.	The levels of proinflammatory cytokines tumor necrosis factor-α (TNF-α), interleukin 6 (IL-6), and oxidative stress superoxide dismutase (SOD), glutathione peroxidase (GPX-Px), malonaldehyde (MDA) and H(+)-K(+)-ATPase were in the rats exposed to ethanol in ulceration have been altered.	key_sent
2932	2179	Novel role of Zn(II)-curcumin in enhancing cell proliferation and adjusting proinflammatory cytokine-mediated oxidative damage of ethanol-induced acute gastric ulcers.	Zn(II)-curcumin prevented formation of ulcer lesions, significantly inhibited TNF-α and IL-6 mRNA expression, increased the activity of SOD and GSH-Px, reduced MDA levels and H(+)-K(+)-ATPase in mucosa of rats compared to controls (P<0.05).	key_sent
2933	2181	Safety evaluation of vitamin A in growing dogs.	Following weaning at 8 weeks of age, puppies were fed a complete food supplemented with retinyl acetate diluted in vegetable oil and fed at 1 ml oil/100 g diet to achieve an intake of 5·24, 13·10, 78·60 and 104·80 μmol retinol (5000, 12 500, 75 000 and 100 000 IU vitamin A)/4184 kJ (1000 kcal) ME.	none_sent
2934	2181	Safety evaluation of vitamin A in growing dogs.	There was no effect of vitamin A concentration on any of the parameters, with the exception of total serum retinyl esters, and no effect of dose on the number, type and duration of adverse events.	key_sent
2935	2183	Effects of soybean saponin on protease hydrolyses of beta-lactoglobulin and alpha-lactalbumin.	beta-lactoglobulin and alpha-lactalbumin became more sensitive to both trypsin and chymotrypsin by interacting with saponin in contrast to serum albumin.	key_sent
2936	2184	Unrelated donor marrow transplantation for myelodysplasia (MDS) and MDS-related acute myeloid leukaemia.	Increased non-relapse mortality was significantly associated with higher age, longer disease duration before transplant, lower neutrophil count on admission and, unexpectedly, being seronegative for cytomegalovirus.	none_sent
2937	2184	Unrelated donor marrow transplantation for myelodysplasia (MDS) and MDS-related acute myeloid leukaemia.	However, mortality from the transplant procedure is high and future studies should focus on reducing toxic	none_sent
2938	2186	Agave negatively regulates YAP and TAZ transcriptionally and post-translationally in osteosarcoma cell lines.	Research into new anticancer therapies has paved the way for the utilisation of natural compounds as they are typically less expensive and less toxic compared to conventional chemotherapeutics.	none_sent
2939	2186	Agave negatively regulates YAP and TAZ transcriptionally and post-translationally in osteosarcoma cell lines.	Moreover, Agave sensitizes OS cells to cisplatin (CDDP) and radiation, to overcome chemo- and radio-resistance.	key_sent
2940	2188	Effects of inflammation and aqueous tear film deficiency on conjunctival morphology and ocular mucus composition in cats.	Lectin binding sites for DBA, WGA, S-WGA, UEA, PNA, and PNA pretreated with neuraminidase were detected on conjunctival goblet cells of conjunctivas with KCS and control conjunctivas.	key_sent
2941	2188	Effects of inflammation and aqueous tear film deficiency on conjunctival morphology and ocular mucus composition in cats.	In both groups, DBA principally bound to the mucus layer overlying normal epithelium, whereas PNA pretreated with neuraminidase consistently bound to the mucus layer of stratified epithelial surfaces free of goblet cells.	key_sent
2942	2189	Total synthesis and anti-leishmanial activity of some curcumin analogues.	Compound (5) 1,7-bis-(2-hydroxy-4-methoxyphenyl)-1,6-heptadiene-3,5-dione) was the most effect	none_sent
2943	2194	Protective effect of Tanshinone IIA on the early stage of experimental diabetic nephropathy.	Moreover, advanced glycation end-products (AGEs), angiotensin II (Ang II), transforming growth factor beta(1) (TGF-beta(1)), collagen IV, and monocyte/macrophage (ED-1) either in the serum or kidney were significantly reduced.	key_sent
2944	2195	Synthesis, characterization and biological studies of a cobalt(III) complex of sulfathiazole.	The antimicrobial activity of sulfa drugs is often enhanced by complexation with metal ions, which is in concordance with the well-known importance of metal ions in biological systems.	none_sent
2945	2196	Androgen deficiency in women: indication and risks of testosterone or DHEA treatment.	The causes of low T levels are discussed.	none_sent
2946	2198	Precipitation of sword bean proteins by heating and addition of magnesium chloride in a crude extract.	In this study, we aimed to determine the optimal methods for the precipitation of sword bean proteins useful for the food development.	none_sent
2947	2198	Precipitation of sword bean proteins by heating and addition of magnesium chloride in a crude extract.	We found that most proteins could be precipitated by heating the extract at more than 90?°C.	none_sent
2948	2198	Precipitation of sword bean proteins by heating and addition of magnesium chloride in a crude extract.	Interestingly, adding magnesium chloride to the extract at lower temperatures induced specific precipitation of a single protein with a molecular weight of approximately 48?kDa.	none_sent
2949	2199	Efficacy of peginterferon plus ribavirin for HIV-HCV co-infection. Results of the APRICOT study.	They were randomized into 3 groups for 48 weeks of hepatitis C treatment by peginterferon alpha-2a + ribavirin, or peginterferon alpha-2a + placebo, or interferon alpha-2a + ribavirin.	supporting_sent
2950	2199	Efficacy of peginterferon plus ribavirin for HIV-HCV co-infection. Results of the APRICOT study.	Six months after treatment stopped, sustained virologic response (the principal efficacy criterion, intention-to-treat analysis) was observed in 40% of patients treated by peginterferon + ribavirin (29% for the nonresponsive genotype 1, and 62% for genotypes 2 and 3), 20% of those receiving peginterferon + placebo, and 12% of those in the group of nonpegylated interferon + ribavirin.	key_sent
2951	2199	Efficacy of peginterferon plus ribavirin for HIV-HCV co-infection. Results of the APRICOT study.	As pointed out in the guidelines of the last European consensus conference on coinfection, the combination of peginterferon + ribavirin is currently the reference treatment for chronic hepatitis C. It should also be the preferred treatment for patients with HIV-HCV coinfect	key_sent
2952	2201	Hydrophilic gallic acid-imprinted polymers over magnetic mesoporous silica microspheres with excellent molecular recognition ability in aqueous fruit juices.	Resulting Fe3O4@SiO2@mSiO2@MIPs (MMS-MIPs) were characterized by transmission electron microscopy (TEM), Fourier transform infrared spectroscopy (FT-IR), thermo-gravimetric analysis (TGA), Brunauer-Emmett-Teller (BET), vibrating sample magnetometer (VSM), and evaluated by adsorption isotherms/kinetics and competitive adsorption.	none_sent
2953	2201	Hydrophilic gallic acid-imprinted polymers over magnetic mesoporous silica microspheres with excellent molecular recognition ability in aqueous fruit juices.	The adsorption behavior between GA and MMS-MIPs followed Langmuir and Sips adsorption isotherms with a maximum adsorption capacity at 88.7 mg/g and pseudo-second-order reaction kinetics with fast binding (equilibrium time at 100 min).	none_sent
2954	2203	Gastrointestinal modifications and bioavailability of brown seaweed phlorotannins and effects on inflammatory markers.	Brown seaweeds such as Ascophyllum nodosum are a rich source of phlorotannins (oligomers and polymers of phloroglucinol units), a class of polyphenols that are unique to Phaeophyceae.	none_sent
2955	2203	Gastrointestinal modifications and bioavailability of brown seaweed phlorotannins and effects on inflammatory markers.	At present, there is no information on the bioavailability of seaweed polyphenols and limited evidence on their bioactivity in vivo.	none_sent
2956	2203	Gastrointestinal modifications and bioavailability of brown seaweed phlorotannins and effects on inflammatory markers.	Our study shows for the first time that seaweed phlorotannins are metabolised and absorbed, predominantly in the large intestine, and there is a large inter-individual variation in their metabolic profile.	none_sent
2957	2204	The white-rot fungus pleurotus ostreatus transformant overproduced intracellular cAMP and laccase.	Transformation of Pleurotus ostreatus PC9 with the mutated heterotrimeric G protein alpha subunit (Gα) gene resulted in higher laccase (Lac) activity and intracellular cyclic adenosine monophosphate (cAMP) concentrations as compared to those in wild-type PC9.	key_sent
2958	2207	Propolis reverses acetaminophen induced acute hepatorenal alterations: a biochemical and histopathological approach.	In addition, activities of adenosine triphosphatase, acid phosphatase, alkaline phosphatase, and major cell contents (total protein, glycogen and cholesterol) were also altered due to APAP poisoning.	none_sent
2959	2207	Propolis reverses acetaminophen induced acute hepatorenal alterations: a biochemical and histopathological approach.	The results indicated that ethanolic extract of propolis has ability to reverse APAP-induced hepatorenal biochemical and histopathological alterations probably by increasing the antioxidative defense activities due to various phenolic compounds present in	key_sent
2960	2209	Oxyresveratrol and ascorbic acid O/W microemulsion: Preparation, characterization, anti-isomerization and potential application as antibrowning agent on fresh-cut lotus root slices.	Encapsulating Oxy into OxyME greatly increased its solubility and stability compared with that of in water.	none_sent
2961	2211	A dairy product fermented by lactobacilli cancels the adverse effects of hypochlorhydria induced by a proton pump inhibitor on bone metabolism in growing rats.	At the end of the experiment, plasma and femurs were collected.	none_sent
2962	2211	A dairy product fermented by lactobacilli cancels the adverse effects of hypochlorhydria induced by a proton pump inhibitor on bone metabolism in growing rats.	Plasma osteocalcin, type I collagen C-telopeptides, 1,25-dihydroxyvitamin D and parathyroid hormone concentrations were elevated by PPI administration in the control group.	key_sent
2963	2211	A dairy product fermented by lactobacilli cancels the adverse effects of hypochlorhydria induced by a proton pump inhibitor on bone metabolism in growing rats.	Faecal Ca excretion and urinary P excretion in the control group were remarkably increased by PPI administration.	key_sent
2964	2211	A dairy product fermented by lactobacilli cancels the adverse effects of hypochlorhydria induced by a proton pump inhibitor on bone metabolism in growing rats.	On the other hand, these adverse effects of PPI were not observed in the DFL group.	key_sent
2965	2214	A phase 2, randomized, double-blind, placebo-controlled study of siltuximab (anti-IL-6 mAb) and bortezomib versus bortezomib alone in patients with relapsed or refractory multiple myeloma.	Response and progression-free survival (PFS) were analyzed pre-dexamethasone by European Group for Blood and Marrow Transplantation (EBMT) criteria.	none_sent
2966	2215	Early undernutrition induces glucagon resistance and insulin hypersensitivity in the liver of suckling rats.	 Developing brains are vulnerable to nutritional insults.	none_sent
2967	2215	Early undernutrition induces glucagon resistance and insulin hypersensitivity in the liver of suckling rats.	Milk is a high-fat low-carbohydrate diet, and the liver must maintain high rates of gluconeogenesis and ketogenesis to address the needs of these substrates.	none_sent
2968	2215	Early undernutrition induces glucagon resistance and insulin hypersensitivity in the liver of suckling rats.	We explored this hypothesis in 10-day-old suckling rats whose mothers were severely food restricted from the 14th day of gestation.	none_sent
2969	2216	Effect of phenylbutazone and flunixin meglumine on acute toxic mastitis in dairy cows.	All cows were treated 4 times at 12-hour intervals by intramammary infusion of gentamicin (150 mg).	none_sent
2970	2216	Effect of phenylbutazone and flunixin meglumine on acute toxic mastitis in dairy cows.	A total of 45 dairy cows with toxic mastitis were randomly assigned to 1 of 3 treatment groups: group 1 (control), saline solution, IV; group 2, 1 g of flunixin meglumine, IV; or group 3, 4 g of phenylbutazone, IV.	none_sent
2971	2216	Effect of phenylbutazone and flunixin meglumine on acute toxic mastitis in dairy cows.	Klebsiella spp (18/45) and Escherichia coli (16/45) were the most common pathogens isolated by culture of milk from affected quarters.	none_sent
2972	2222	Action of zinc on enzymatic digestion and intestinal transport of sugar in the rabbit.	Zinc was also shown to inhibit the (Na(+)-Ka+)-ATPase activity of the enterocyte, which might explain the inhibition of the Na(+)-dependent transport of D-galactose.	key_sent
2973	2222	Action of zinc on enzymatic digestion and intestinal transport of sugar in the rabbit.	Zinc did not alter the activity of sucrase in the jejunum of the rabbit.	key_sent
